,Event_ID,Start_INDX,Stop_INDX,t_peak,t_start,t_stop,t_rise,t_decay,Flux_peak,Equiv_Dur,S/N,CPLX_flg,MLTPK_flg,MLTPK_num,t_MLTPK,L_mltpk,MLTPK_INDX,quies,x,Flare_Duration
82,37,13343.0,13359.0,1731.1436672080836,1731.1395006123814,1731.1617224561298,0.0041665957021451,0.0180552480462666,0.0182851940745699,11.040301117659588,2.93393978592226,1.0,0.0,0.0,0.0,0.0,0.0,10907.08301,;,31.999454997712746
88,44,16120.0,16133.0,1735.0158230423424,1735.0130453116417,1735.03110056155,0.0027777307007,0.0152775192075296,0.0137651578897849,8.266542499707116,2.575035592751312,1.0,0.0,0.0,0.0,0.0,0.0,10966.49805,;,25.99955986785062
92,48,576.0,589.0,1712.1785866166763,1712.1744199760376,1712.1924754187287,0.0041666406386867,0.0138888020526338,0.0124413065656259,4.983316447584088,1.9485403223067184,1.0,0.0,0.0,0.0,0.0,0.0,10902.47168,;,25.99983747517399
95,53,3638.0,3653.0,1716.464667790381,1716.4563345198155,1716.4771676962323,0.0083332705655721,0.0124999058512003,0.0110676627235257,4.0475245763603205,1.5725852874758757,1.0,0.0,0.0,0.0,0.0,0.0,10886.24609,;,29.99977404015226
102,60,9350.0,9373.0,1725.5326481914183,1725.527092721402,1725.5590366744084,0.0055554700163611,0.0263884829901144,0.0155731843801857,14.2698622709156,3.267555309024075,1.0,0.0,0.0,0.0,0.0,0.0,10919.79615349193,;,45.99929232932482
103,61,10095.0,10114.0,1726.5951314485799,1726.589575982054,1726.6159644482802,0.0055554665259478,0.0208329997003602,0.0089725756661777,5.768480295808363,1.9662067174313569,1.0,0.0,0.0,0.0,0.0,0.0,10921.546811145665,;,37.99939136588364
104,62,10269.0,10284.0,1726.8437385688137,1726.8326276364623,1726.8548495011648,0.0111109323513574,0.01111093235113,0.0239107309577489,8.774775000461807,2.575215536099268,1.0,0.0,0.0,0.0,0.0,0.0,10924.64948440545,;,31.99948517158191
108,66,10749.0,10772.0,1727.5103944467903,1727.5034501152647,1727.5353940398654,0.0069443315255739,0.0249995930751084,0.0159148627162338,11.959254527223887,3.0071697984452,1.0,0.0,0.0,0.0,0.0,0.0,10912.660940855145,;,45.9992514249825
109,67,10883.0,10898.0,1727.7076134555712,1727.6895581947203,1727.7103911881352,0.0180552608505877,0.0027777325640272,0.0032557159651028,3.5119313729539847,1.518774760501814,1.0,0.0,0.0,0.0,0.0,0.0,10884.27539,;,29.999510517372983
112,70,12747.0,12765.0,1730.320070063868,1730.3117368712994,1730.3367364490084,0.0083331925686707,0.0166663851402973,0.0083110340191648,3.731775708264488,1.4650303463335907,1.0,0.0,0.0,0.0,0.0,0.0,10988.32812,;,35.999391900913906
115,73,13682.0,13707.0,1731.6172702369,1731.6103259111956,1731.645047539491,0.0069443257045805,0.0277773025911756,0.2229484002520093,73.428470650317,8.36358682483451,1.0,0.0,0.0,0.0,0.0,0.0,10993.73242,;,49.99914474556135
116,74,14736.0,14754.0,1733.0811339819395,1733.0741896569332,1733.099189226493,0.0069443250063159,0.0180552445535795,0.0072732127745977,6.290299610050687,2.081021173984564,1.0,0.0,0.0,0.0,0.0,0.0,10891.64551,;,35.999380166249466
119,77,6217.0,6229.0,1720.064639506263,1720.054917362311,1720.071583894831,0.0097221439518762,0.0069443885681721,0.0066670142809154,3.868254239697981,1.598471726169045,1.0,0.0,0.0,0.0,0.0,0.0,10898.72266,;,23.999806828869623
