,"index of flare start in ""gj1243_master_slc.dat""","index of flare stop in ""gj1243_master_slc.dat""",t_start,t_stop,t_peak,t_rise,t_decay,flux peak,ED,Duration of rise,Duration of decay,Complex flag,# of people that identified flare event exists,# of people that analyzed this month,# of flare template components fit to event,Flare_Duration
5098,359849.0,359861.0,1220.1008301,1220.1090088,1220.1029053,0.0020752,0.0061035,0.002465,0.5173015,0.1571083,0.3601932,1.0,5.0,5.0,1.0,11.77732800020749
5099,359890.0,359899.0,1220.1287842,1220.1348877,1220.130127,0.0013428,0.0047607,0.0020254,0.3056928,0.111662,0.1940308,1.0,4.0,5.0,1.0,8.789040000156092
5100,359923.0,359932.0,1220.1512451,1220.1573486,1220.1525879,0.0013428,0.0047607,0.0007707,-0.0100068,-0.0193493,0.0093425,1.0,3.0,5.0,1.0,8.789039999828674
5101,359991.0,360000.0,1220.1976318,1220.2037354,1220.199585,0.0019531,0.0041504,0.0018986,0.2177873,0.1071874,0.1105998,1.0,5.0,5.0,1.0,8.789183999942907
5102,360036.0,360048.0,1220.2282715,1220.2364502,1220.2296143,0.0013428,0.0068359,0.0043199,0.7222803,0.1123523,0.609928,1.0,5.0,5.0,1.0,11.77732800020749
5104,360273.0,360282.0,1220.3896484,1220.395752,1220.3917236,0.0020752,0.0040283,0.0014441,0.1638858,0.0236976,0.1401882,1.0,4.0,5.0,1.0,8.789183999942907
5105,360358.0,360364.0,1220.4489746,1220.4530029,1220.4503174,0.0013428,0.0026855,0.0022883,0.3082228,0.0927376,0.2154852,1.0,2.0,5.0,1.0,5.800752000104694
5106,360507.0,360521.0,1220.5913086,1220.6008301,1220.5919189,0.0006104,0.0089111,1.34e-05,-5.5757871,-0.4127398,-5.1630473,1.0,4.0,5.0,1.0,13.710959999843908
5109,360598.0,360607.0,1220.6539307,1220.6600342,1220.6552734,0.0013428,0.0047607,0.0012339,-0.0350121,0.0133348,-0.0483469,1.0,2.0,5.0,1.0,8.789039999828674
5110,360645.0,360654.0,1220.6866455,1220.692749,1220.6879883,0.0013428,0.0047607,0.0019549,0.450016,0.0785829,0.3714331,1.0,3.0,5.0,1.0,8.789040000156092
5111,360680.0,360693.0,1220.730957,1220.7410889,1220.7336426,0.0026855,0.0074463,0.006976,1.9868466,1.0449119,0.9419348,1.0,5.0,5.0,1.0,14.5899360000476
5112,360697.0,360709.0,1220.7438965,1220.7520752,1220.7452393,0.0013428,0.0068359,0.0017606,0.5021072,0.1065881,0.3955191,1.0,5.0,5.0,1.0,11.77732800020749
5113,360758.0,360767.0,1220.7943115,1220.800415,1220.7962646,0.0019531,0.0041504,0.0026517,0.590921,0.254221,0.3367,1.0,5.0,5.0,1.0,8.789039999828674
5114,360781.0,360792.0,1220.8099365,1220.8173828,1220.8112793,0.0013428,0.0061035,0.002804,0.6458279,0.1393378,0.5064901,1.0,5.0,5.0,1.0,10.72267199979251
5115,361070.0,361107.0,1221.0087891,1221.0354004,1221.0108643,0.0020752,0.0245361,0.008235,6.5186386,0.2977248,6.2209139,1.0,5.0,5.0,1.0,38.32027200001903
5116,361118.0,361127.0,1221.0428467,1221.0490723,1221.0441895,0.0013428,0.0048828,0.0038904,0.6050826,0.0982913,0.5067913,1.0,5.0,5.0,1.0,8.964864000154193
5117,361135.0,361144.0,1221.0544434,1221.0605469,1221.0557861,0.0013428,0.0047607,0.0030367,0.2014958,0.0729733,0.1285225,1.0,5.0,5.0,1.0,8.789039999828674
5118,361150.0,361152.0,1221.0646973,1221.06604,1221.0653076,0.0006104,0.0007324,0.0015411,0.0743525,-0.00182,0.0761725,1.0,2.0,5.0,1.0,1.9334879998496035
5120,361258.0,361274.0,1221.138916,1221.1497803,1221.1416016,0.0026855,0.0081787,0.0015104,0.6595022,0.1313012,0.528201,1.0,5.0,5.0,1.0,15.644591999807744
5121,361297.0,361308.0,1221.1655273,1221.1729736,1221.1668701,0.0013428,0.0061035,0.0020298,0.5599864,0.0189011,0.5410852,1.0,5.0,5.0,1.0,10.722672000119928
5122,361329.0,361345.0,1221.1872559,1221.1982422,1221.1885986,0.0013428,0.0096436,0.0081489,1.7332568,0.1769157,1.5563411,1.0,5.0,5.0,1.0,15.820272000019031
5123,361373.0,361382.0,1221.2172852,1221.2233887,1221.2199707,0.0026855,0.003418,0.0026773,0.5730489,0.3103336,0.2627152,1.0,5.0,5.0,1.0,8.789039999828674
5124,361453.0,361462.0,1221.2724609,1221.2785645,1221.2738037,0.0013428,0.0047607,0.0022153,0.3860181,0.1039287,0.2820893,1.0,5.0,5.0,1.0,8.789183999942907
5126,361587.0,361598.0,1221.3651123,1221.3725586,1221.3677979,0.0026855,0.0047607,0.0017401,0.4693593,0.2254547,0.2439046,1.0,5.0,5.0,1.0,10.722672000119928
5127,361647.0,361669.0,1221.4073486,1221.4222412,1221.4093018,0.0019531,0.0129395,0.0081712,2.1130371,0.2157858,1.8972512,1.0,5.0,5.0,1.0,21.44534399991244
5128,361697.0,361709.0,1221.4414062,1221.4501953,1221.4440918,0.0026855,0.0061035,0.0027075,0.6659107,0.3238254,0.3420852,1.0,5.0,5.0,1.0,12.656303999756346
5130,361799.0,361811.0,1221.5114746,1221.5196533,1221.5128174,0.0013428,0.0068359,0.0054264,0.7054695,0.1388367,0.5666328,1.0,5.0,5.0,1.0,11.77732800020749
5131,361849.0,361858.0,1221.5455322,1221.5517578,1221.546875,0.0013428,0.0048828,0.001735,0.3425488,0.0353495,0.3071992,1.0,5.0,5.0,1.0,8.964863999826775
5132,361886.0,361929.0,1221.5708008,1221.6000977,1221.5877686,0.0169678,0.0123291,0.0031705,3.1347306,1.6521349,1.4825956,1.0,5.0,5.0,1.0,42.18753600027412
5133,361991.0,362000.0,1221.6436768,1221.6497803,1221.6450195,0.0013428,0.0047607,0.002987,0.460992,0.0832138,0.3777782,1.0,5.0,5.0,1.0,8.789039999828674
5134,362020.0,362044.0,1221.6634521,1221.6804199,1221.6647949,0.0013428,0.015625,0.0123062,3.7224317,0.7618449,2.9605868,1.0,5.0,5.0,1.0,24.433631999963836
5135,362243.0,362252.0,1221.8166504,1221.8227539,1221.8179932,0.0013428,0.0047607,0.0013317,0.234101,0.0319334,0.2021677,1.0,2.0,5.0,1.0,8.789039999828674
5137,362370.0,362376.0,1221.9038086,1221.907959,1221.9052734,0.0014648,0.0026855,0.0033102,0.217165,0.0782018,0.1389633,1.0,3.0,5.0,1.0,5.976575999775378
5138,362387.0,362403.0,1221.9154053,1221.9263916,1221.9215088,0.0061035,0.0048828,0.0017611,0.2251424,0.1060537,0.1190887,1.0,3.0,5.0,1.0,15.820272000019031
5139,362769.0,362778.0,1222.177002,1222.1831055,1222.1783447,0.0013428,0.0047607,0.0018514,0.1753644,-0.0086687,0.1840332,1.0,4.0,5.0,1.0,8.789040000156092
5140,362792.0,362804.0,1222.192627,1222.2008057,1222.1939697,0.0013428,0.0068359,0.0033844,0.6472282,0.0768,0.5704282,1.0,5.0,5.0,1.0,11.77732800020749
5141,362837.0,362847.0,1222.2232666,1222.2301025,1222.2247314,0.0014648,0.0053711,0.0058571,0.522029,0.134048,0.387981,1.0,5.0,5.0,1.0,9.843695999916235
5142,362898.0,362956.0,1222.2655029,1222.3063965,1222.2675781,0.0020752,0.0388184,0.0912232,45.624157,5.2338367,40.3903198,1.0,5.0,5.0,2.0,58.88678399984201
5143,363011.0,363037.0,1222.3438721,1222.3615723,1222.34729,0.003418,0.0142822,0.0070749,2.5169485,0.5417644,1.975184,1.0,5.0,5.0,1.0,25.488288000051398
5144,363072.0,363089.0,1222.385376,1222.3969727,1222.3868408,0.0014648,0.0101318,0.0029238,0.9104978,0.148657,0.7618409,1.0,5.0,5.0,1.0,16.699248000222724
5145,363119.0,363132.0,1222.4180908,1222.427002,1222.420166,0.0020752,0.0068359,0.001894,0.3866454,0.1282644,0.258381,1.0,5.0,5.0,1.0,12.832127999754448
5146,363152.0,363161.0,1222.4405518,1222.4467773,1222.442627,0.0020752,0.0041504,0.0014754,0.180062,0.2004617,-0.0203997,1.0,3.0,5.0,1.0,8.964719999712543
5147,363226.0,363233.0,1222.4909668,1222.4957275,1222.4923096,0.0013428,0.003418,0.0023491,0.1994365,0.0252443,0.1741922,1.0,2.0,5.0,1.0,6.855407999864838
5148,363245.0,363254.0,1222.5039062,1222.5101318,1222.505249,0.0013428,0.0048828,0.0016644,0.2249573,0.0761952,0.148762,1.0,3.0,5.0,1.0,8.964863999826775
5149,363330.0,363396.0,1222.5618896,1222.6081543,1222.5802002,0.0183105,0.0279541,0.2605805,71.0683517,34.7520905,36.3162613,1.0,5.0,5.0,1.0,66.62116799991054
5150,363413.0,363423.0,1222.619751,1222.6265869,1222.6210938,0.0013428,0.0054932,0.0018141,0.1160864,0.00751,0.1085764,1.0,5.0,5.0,1.0,9.843695999916235
5151,363506.0,363521.0,1222.6844482,1222.6947021,1222.6871338,0.0026855,0.0075684,0.0023058,0.7789709,0.3078242,0.4711467,1.0,5.0,5.0,1.0,14.765616000258888
5152,363559.0,363568.0,1222.7205811,1222.7266846,1222.7225342,0.0019531,0.0041504,0.0026147,0.1847395,0.116244,0.0684955,1.0,5.0,5.0,1.0,8.789040000156092
5153,363584.0,363593.0,1222.7375488,1222.7436523,1222.7388916,0.0013428,0.0047607,0.0051353,0.375327,0.0826141,0.2927129,1.0,5.0,5.0,1.0,8.789039999828674
5154,363607.0,363616.0,1222.7532959,1222.7593994,1222.7546387,0.0013428,0.0047607,0.0019649,0.3275277,0.000348,0.3271797,1.0,5.0,5.0,1.0,8.789039999828674
5155,363694.0,363703.0,1222.8125,1222.8186035,1222.8138428,0.0013428,0.0047607,0.0020034,0.4072972,0.0314555,0.3758416,1.0,5.0,5.0,1.0,8.789040000156092
5156,363714.0,363722.0,1222.8261719,1222.8322754,1222.8275146,0.0013428,0.0047607,0.0012135,0.1844089,-0.0106552,0.195064,1.0,4.0,5.0,1.0,8.789040000156092
5157,363760.0,363765.0,1222.8581543,1222.8615723,1222.8587646,0.0006104,0.0028076,0.0016121,0.2042764,0.0125706,0.1917058,1.0,2.0,5.0,1.0,4.921920000015234
5158,363772.0,363789.0,1222.866333,1222.87854,1222.8684082,0.0020752,0.0101318,0.0066932,1.9135553,0.3894663,1.524089,1.0,5.0,5.0,1.0,17.578079999984766
5159,363806.0,363811.0,1222.8901367,1222.8935547,1222.8914795,0.0013428,0.0020752,0.0020942,0.1457452,0.0497115,0.0960338,1.0,3.0,5.0,1.0,4.921920000015234
5160,363834.0,363849.0,1222.9091797,1222.9194336,1222.9106445,0.0014648,0.0087891,0.0046059,1.0657089,0.1308377,0.9348712,1.0,5.0,5.0,1.0,14.76561599993147
5161,363912.0,363923.0,1222.9630127,1222.9711914,1222.9658203,0.0028076,0.0053711,0.0080934,1.9999495,0.8718975,1.128052,1.0,5.0,5.0,1.0,11.777327999880072
5162,363944.0,363953.0,1222.9854736,1222.9916992,1222.9868164,0.0013428,0.0048828,0.0022917,0.2871693,0.0959261,0.1912432,1.0,5.0,5.0,1.0,8.964864000154193
5163,363964.0,363971.0,1222.9998779,1223.0046387,1223.0012207,0.0013428,0.003418,0.0020134,0.2641944,0.1328815,0.1313129,1.0,3.0,5.0,1.0,6.85555199997907
5164,364047.0,364069.0,1223.0563965,1223.0712891,1223.0583496,0.0019531,0.0129395,0.0028643,1.5667393,0.3704539,1.1962855,1.0,5.0,5.0,1.0,21.445344000239857
5165,364072.0,364079.0,1223.0733643,1223.078125,1223.074707,0.0013428,0.003418,0.0019044,0.1409352,0.0456754,0.0952599,1.0,3.0,5.0,1.0,6.855407999864838
5166,364131.0,364138.0,1223.1135254,1223.1182861,1223.1142578,0.0007324,0.0040283,0.0023059,0.3135092,0.0341312,0.2793781,1.0,3.0,5.0,1.0,6.855407999864838
5167,364148.0,364157.0,1223.1251221,1223.1312256,1223.1264648,0.0013428,0.0047607,0.001997,0.1432277,0.0726106,0.0706171,1.0,4.0,5.0,1.0,8.789040000156092
5169,364267.0,364278.0,1223.2061768,1223.2137451,1223.2075195,0.0013428,0.0062256,0.0035016,0.6095772,0.1211488,0.4884283,1.0,5.0,5.0,1.0,10.898352000003797
5171,364427.0,364436.0,1223.3172607,1223.3233643,1223.3193359,0.0020752,0.0040283,0.0007151,0.0328402,0.0845629,-0.0517228,1.0,3.0,5.0,1.0,8.789184000270325
5172,364518.0,364529.0,1223.3792725,1223.3867188,1223.3812256,0.0019531,0.0054932,0.0018268,0.2498166,0.0372304,0.2125862,1.0,5.0,5.0,1.0,10.72267199979251
5174,364639.0,364648.0,1223.4616699,1223.4677734,1223.4630127,0.0013428,0.0047607,0.0006387,-0.1746587,-0.054265,-0.1203937,1.0,4.0,5.0,1.0,8.789039999828674
5175,364686.0,364701.0,1223.4936523,1223.5039062,1223.4957275,0.0020752,0.0081787,0.005042,1.328596,0.4203837,0.9082123,1.0,5.0,5.0,1.0,14.765616000258888
5176,364713.0,364722.0,1223.512085,1223.5181885,1223.5134277,0.0013428,0.0047607,0.0026217,0.3428873,0.0695527,0.2733346,1.0,5.0,5.0,1.0,8.789039999828674
5177,364818.0,364822.0,1223.5842285,1223.5869141,1223.5855713,0.0013428,0.0013428,0.002071,0.1006129,0.0491376,0.0514753,1.0,2.0,5.0,1.0,3.8672639999276726
5178,364864.0,364880.0,1223.6156006,1223.6264648,1223.6182861,0.0026855,0.0081787,0.0063679,1.4646701,0.5192149,0.9454551,1.0,5.0,5.0,1.0,15.644447999693512
5180,364945.0,364957.0,1223.6707764,1223.6789551,1223.6721191,0.0013428,0.0068359,0.0042286,0.5423438,0.1403208,0.402023,1.0,5.0,5.0,1.0,11.777327999880072
5181,364991.0,364996.0,1223.7020264,1223.7054443,1223.7027588,0.0007324,0.0026855,0.0049775,0.2280901,0.1532163,0.0748738,1.0,3.0,5.0,1.0,4.921775999901001
5182,365023.0,365034.0,1223.723877,1223.7313232,1223.7265625,0.0026855,0.0047607,0.0019139,0.3610404,0.1326251,0.2284153,1.0,5.0,5.0,1.0,10.722528000005696
5183,365114.0,365154.0,1223.7954102,1223.8226318,1223.7988281,0.003418,0.0238037,0.0133582,10.9561329,1.2997663,9.6563663,1.0,5.0,5.0,2.0,39.19910399978107
5184,365201.0,365223.0,1223.8546143,1223.8696289,1223.8614502,0.0068359,0.0081787,0.0022305,1.3355277,0.6666151,0.6689125,1.0,5.0,5.0,1.0,21.621023999796307
5185,365242.0,365253.0,1223.8825684,1223.8901367,1223.8846436,0.0020752,0.0054932,0.0057805,0.8924228,0.3804676,0.5119552,1.0,5.0,5.0,1.0,10.898352000003797
5186,365291.0,365367.0,1223.916626,1223.9691162,1223.9200439,0.003418,0.0490723,0.0141836,21.3505325,1.2526911,20.0978413,1.0,5.0,5.0,3.0,75.5858879999505
5188,365513.0,365520.0,1224.0692139,1224.0753174,1224.0705566,0.0013428,0.0047607,0.0013651,0.2779539,0.0491861,0.2287678,1.0,5.0,5.0,1.0,8.789039999828674
5189,365558.0,365574.0,1224.1011963,1224.1121826,1224.1032715,0.0020752,0.0089111,0.0059626,1.6789649,0.460276,1.2186888,1.0,5.0,5.0,2.0,15.820272000019031
5190,365581.0,365594.0,1224.1169434,1224.1257324,1224.1182861,0.0013428,0.0074463,0.0060154,0.7069174,0.1811468,0.5257705,1.0,5.0,5.0,1.0,12.656159999969532
5191,365625.0,365811.0,1224.147583,1224.2775879,1224.1768799,0.0292969,0.100708,0.6037076,445.6784973,92.6788254,352.9996643,1.0,5.0,5.0,2.0,187.20705600018846
5192,365940.0,365953.0,1224.3662109,1224.375,1224.3675537,0.0013428,0.0074463,0.002646,0.6434389,0.0715862,0.5718527,1.0,5.0,5.0,1.0,12.656304000083765
5193,365968.0,365981.0,1224.3852539,1224.394165,1224.3879395,0.0026855,0.0062256,0.0024865,0.6914686,0.2768408,0.4146278,1.0,5.0,5.0,1.0,12.831983999967633
5194,366044.0,366057.0,1224.4370117,1224.4459229,1224.4383545,0.0013428,0.0075684,0.0016912,0.1193437,0.0016141,0.1177296,1.0,4.0,5.0,1.0,12.832127999754448
5196,366169.0,366178.0,1224.5228271,1224.5289307,1224.5249023,0.0020752,0.0040283,0.001229,0.3296231,0.1645805,0.1650426,1.0,3.0,5.0,1.0,8.789183999942907
5197,366200.0,366217.0,1224.5439453,1224.555542,1224.5460205,0.0020752,0.0095215,0.0021194,1.0115488,0.2183271,0.7932216,1.0,5.0,5.0,1.0,16.699248000222724
5198,366274.0,366281.0,1224.5950928,1224.5998535,1224.5970459,0.0019531,0.0028076,0.001245,0.0752467,0.0012778,0.073969,1.0,2.0,5.0,1.0,6.855408000192256
5199,366323.0,366338.0,1224.6291504,1224.6392822,1224.6318359,0.0026855,0.0074463,0.0032925,0.9961667,0.4967007,0.4994661,1.0,5.0,5.0,1.0,14.589791999933368
5200,366425.0,366445.0,1224.6992188,1224.713623,1224.7081299,0.0089111,0.0054932,0.0024517,0.8124847,0.5304571,0.2820276,1.0,5.0,5.0,1.0,20.74204800024745
5201,366480.0,366489.0,1224.7381592,1224.7442627,1224.739502,0.0013428,0.0047607,0.0016971,0.240806,0.0770652,0.1637408,1.0,4.0,5.0,1.0,8.789040000156092
5202,366588.0,366602.0,1224.8116455,1224.821167,1224.8129883,0.0013428,0.0081787,0.0051513,1.0214219,0.1434528,0.8779691,1.0,5.0,5.0,2.0,13.710960000171326
5203,366681.0,366691.0,1224.875,1224.8818359,1224.8763428,0.0013428,0.0054932,0.0014732,0.2475107,0.0420542,0.2054564,1.0,2.0,5.0,1.0,9.843695999916235
5204,366749.0,366761.0,1224.9213867,1224.9295654,1224.9227295,0.0013428,0.0068359,0.0028144,0.4918498,0.0547591,0.4370907,1.0,5.0,5.0,1.0,11.777327999880072
5205,366784.0,366795.0,1224.9451904,1224.9526367,1224.9472656,0.0020752,0.0053711,0.0017578,0.3239682,0.0942995,0.2296687,1.0,3.0,5.0,1.0,10.722672000119928
5207,367213.0,367222.0,1225.2401123,1225.2462158,1225.2421875,0.0020752,0.0040283,0.0022705,0.4129543,0.223244,0.1897103,1.0,5.0,5.0,1.0,8.789040000156092
5208,367341.0,367350.0,1225.3272705,1225.333374,1225.3286133,0.0013428,0.0047607,0.0021733,0.358132,0.0696308,0.2885012,1.0,5.0,5.0,1.0,8.789040000156092
5209,367408.0,367423.0,1225.3729248,1225.3831787,1225.375,0.0020752,0.0081787,0.0045466,1.2432909,0.2425563,1.0007347,1.0,5.0,5.0,1.0,14.76561599993147
5210,367499.0,367508.0,1225.4355469,1225.4417725,1225.4370117,0.0014648,0.0047607,0.0025957,0.3350913,0.0940912,0.2410001,1.0,5.0,5.0,1.0,8.964864000154193
5212,367667.0,367683.0,1225.5527344,1225.5635986,1225.5540771,0.0013428,0.0095215,0.0026905,1.1270833,0.0835286,1.0435547,1.0,5.0,5.0,1.0,15.64444800002093
5213,367697.0,367703.0,1225.5732422,1225.5772705,1225.5738525,0.0006104,0.003418,0.0015859,0.0518603,0.0105283,0.0413319,1.0,2.0,5.0,1.0,5.800751999777276
5214,367742.0,367754.0,1225.6038818,1225.6120605,1225.6052246,0.0013428,0.0068359,0.005246,1.0004625,0.2005578,0.7999047,1.0,5.0,5.0,1.0,11.77732800020749
5215,367781.0,367797.0,1225.6303711,1225.6413574,1225.6317139,0.0013428,0.0096436,0.0014217,0.8277462,0.1329398,0.6948064,1.0,4.0,5.0,2.0,15.820272000019031
5217,367908.0,367918.0,1225.7176514,1225.7243652,1225.7189941,0.0013428,0.0053711,0.0020949,0.4919033,0.066817,0.4250863,1.0,5.0,5.0,1.0,9.667871999918134
5220,368064.0,368074.0,1225.824585,1225.8312988,1225.8272705,0.0026855,0.0040283,0.0015248,-0.1555611,-0.043667,-0.1118941,1.0,3.0,5.0,1.0,9.667871999918134
5221,368099.0,368108.0,1225.8497314,1225.855835,1225.8510742,0.0013428,0.0047607,0.0007268,-0.101149,-0.0334921,-0.0676568,1.0,4.0,5.0,1.0,8.789183999942907
5222,368264.0,368282.0,1225.9621582,1225.9743652,1225.963501,0.0013428,0.0108643,0.0086815,2.3230224,0.3459405,1.9770819,1.0,5.0,5.0,1.0,17.578079999984766
5223,368297.0,368306.0,1225.9846191,1225.9907227,1225.9866943,0.0020752,0.0040283,0.0016413,0.3266217,0.231328,0.0952937,1.0,4.0,5.0,1.0,8.789184000270325
5224,368377.0,368388.0,1226.0390625,1226.0466309,1226.0411377,0.0020752,0.0054932,0.0031212,0.1740548,0.0635846,0.1104702,1.0,5.0,5.0,1.0,10.89849600011803
5225,368463.0,368472.0,1226.0976562,1226.1037598,1226.098999,0.0013428,0.0047607,0.0015715,0.1234229,-0.0208212,0.1442441,1.0,4.0,5.0,1.0,8.789183999942907
5226,368487.0,368494.0,1226.1147461,1226.1195068,1226.1160889,0.0013428,0.003418,0.001367,-0.0521966,-0.0439254,-0.0082712,1.0,3.0,5.0,1.0,6.855407999864838
5227,368520.0,368525.0,1226.137207,1226.140625,1226.1385498,0.0013428,0.0020752,0.0020474,0.0507967,0.0025074,0.0482893,1.0,3.0,5.0,1.0,4.921920000015234
5228,368679.0,368688.0,1226.2468262,1226.2529297,1226.2481689,0.0013428,0.0047607,0.0016802,0.2892638,0.0971378,0.192126,1.0,3.0,5.0,1.0,8.789040000156092
5229,368726.0,368740.0,1226.2788086,1226.2884521,1226.2835693,0.0047607,0.0048828,0.0011659,0.3947645,0.2743012,0.1204634,1.0,3.0,5.0,1.0,13.886640000055195
5230,368891.0,368901.0,1226.3919678,1226.3986816,1226.3939209,0.0019531,0.0047607,0.0020744,0.1442328,-0.0131653,0.1573981,1.0,5.0,5.0,1.0,9.667871999918134
5231,368918.0,368922.0,1226.4110107,1226.4136963,1226.4123535,0.0013428,0.0013428,0.0013874,0.0036676,-0.0171533,0.0208209,1.0,2.0,5.0,1.0,3.8672640002550907
5232,368972.0,368985.0,1226.4477539,1226.456665,1226.4519043,0.0041504,0.0047607,0.0015667,0.2214908,0.153361,0.0681298,1.0,4.0,5.0,1.0,12.831983999967633
5233,369007.0,369016.0,1226.47229,1226.4783936,1226.4736328,0.0013428,0.0047607,0.0016488,0.2003912,0.0452863,0.1551049,1.0,5.0,5.0,1.0,8.789183999942907
5234,369061.0,369070.0,1226.5097656,1226.5158691,1226.5111084,0.0013428,0.0047607,0.0012599,0.0741597,0.0166098,0.0575499,1.0,3.0,5.0,1.0,8.789039999828674
5235,369166.0,369175.0,1226.5819092,1226.5881348,1226.583374,0.0014648,0.0047607,0.0022909,0.2378037,0.0469669,0.1908367,1.0,4.0,5.0,1.0,8.964864000154193
5237,369326.0,369342.0,1226.7141113,1226.7249756,1226.7161865,0.0020752,0.0087891,0.0062,1.5147597,0.3892638,1.1254958,1.0,5.0,5.0,1.0,15.644592000135162
5238,369356.0,369369.0,1226.7344971,1226.7434082,1226.7365723,0.0020752,0.0068359,0.0020253,0.4581298,0.0877164,0.3704134,1.0,5.0,5.0,1.0,12.831983999967633
5239,369394.0,369406.0,1226.7692871,1226.7774658,1226.7706299,0.0013428,0.0068359,0.0059841,1.109929,0.0880726,1.0218563,1.0,5.0,5.0,1.0,11.77732800020749
5240,369419.0,369437.0,1226.7862549,1226.7991943,1226.7877197,0.0014648,0.0114746,0.0127081,2.8285527,0.8549128,1.9736401,1.0,5.0,5.0,1.0,18.632736000072327
5241,369577.0,369598.0,1226.8959961,1226.9102783,1226.8980713,0.0020752,0.012207,0.0092268,2.3839645,0.4701473,1.9138172,1.0,5.0,5.0,1.0,20.566368000036164
5242,369624.0,369630.0,1226.9279785,1226.9321289,1226.9293213,0.0013428,0.0028076,0.0015908,0.3258155,0.1250553,0.2007602,1.0,2.0,5.0,1.0,5.976575999775378
5243,369674.0,369682.0,1226.9620361,1226.9675293,1226.9641113,0.0020752,0.003418,0.0015797,0.2863911,0.0838605,0.2025306,1.0,4.0,5.0,1.0,7.910208000066632
5244,369749.0,369755.0,1227.0131836,1227.0172119,1227.0145264,0.0013428,0.0026855,0.0013034,0.0105143,-0.0265248,0.0370391,1.0,3.0,5.0,1.0,5.800751999777276
5245,369825.0,369844.0,1227.0655518,1227.0784912,1227.0710449,0.0054932,0.0074463,0.0026042,0.7503116,0.198488,0.5518236,1.0,5.0,5.0,1.0,18.63273599974491
5246,369850.0,369856.0,1227.0826416,1227.0866699,1227.083252,0.0006104,0.003418,0.0014849,0.3919566,0.1062148,0.2857418,1.0,2.0,5.0,1.0,5.800752000104694
5248,369952.0,369965.0,1227.1534424,1227.1623535,1227.1547852,0.0013428,0.0075684,0.0120105,1.6156493,0.2903548,1.3252945,1.0,5.0,5.0,1.0,12.831984000295051
5249,370044.0,370059.0,1227.2175293,1227.2276611,1227.2194824,0.0019531,0.0081787,0.0013662,0.4263251,0.0844867,0.3418384,1.0,5.0,5.0,1.0,14.589791999933368
5250,370120.0,370157.0,1227.2698975,1227.295166,1227.2828369,0.0129395,0.0123291,0.0096184,4.834847,2.2744386,2.5604084,1.0,5.0,5.0,2.0,36.386640000055195
5251,370233.0,370242.0,1227.3475342,1227.3537598,1227.3503418,0.0028076,0.003418,0.001023,0.162984,0.0633353,0.0996486,1.0,4.0,5.0,1.0,8.964864000154193
5252,370310.0,370319.0,1227.4007568,1227.4068604,1227.4034424,0.0026855,0.003418,0.0012253,0.4081247,0.2379912,0.1701335,1.0,5.0,5.0,1.0,8.789183999942907
5253,370424.0,370438.0,1227.4783936,1227.487915,1227.4803467,0.0019531,0.0075684,0.006502,1.046972,0.2390794,0.8078926,1.0,5.0,5.0,1.0,13.710816000057093
5254,370549.0,370558.0,1227.564209,1227.5703125,1227.5655518,0.0013428,0.0047607,0.002826,0.351204,0.0228003,0.3284037,1.0,5.0,5.0,1.0,8.789040000156092
5256,370626.0,370644.0,1227.6173096,1227.6295166,1227.6193848,0.0020752,0.0101318,0.00215,0.6140944,0.0439613,0.570133,1.0,5.0,5.0,1.0,17.578079999984766
5257,370742.0,370751.0,1227.6970215,1227.703125,1227.6990967,0.0020752,0.0040283,0.0021572,0.3338396,0.1993016,0.134538,1.0,5.0,5.0,1.0,8.789040000156092
5258,370792.0,370820.0,1227.7310791,1227.7501221,1227.7324219,0.0013428,0.0177002,0.0037475,2.1595416,0.0971876,2.0623541,1.0,5.0,5.0,2.0,27.421920000015234
5259,370960.0,370972.0,1227.8468018,1227.8549805,1227.8502197,0.003418,0.0047607,0.0015113,0.1906319,0.1365454,0.0540865,1.0,5.0,5.0,1.0,11.777327999880072
5260,371018.0,371028.0,1227.8863525,1227.8937988,1227.8890381,0.0026855,0.0047607,0.0011899,0.1965336,0.0570223,0.1395113,1.0,4.0,5.0,1.0,10.722672000119928
5261,371062.0,371074.0,1227.9177246,1227.9259033,1227.9190674,0.0013428,0.0068359,0.002493,0.6367957,0.0496612,0.5871345,1.0,5.0,5.0,1.0,11.77732800020749
5263,371373.0,371442.0,1228.1342773,1228.1812744,1228.1384277,0.0041504,0.0428467,0.0736247,31.9998341,5.5099044,26.4899292,1.0,5.0,5.0,2.0,67.6758239999981
5264,371507.0,371530.0,1228.2261963,1228.2419434,1228.2276611,0.0014648,0.0142822,0.0118133,3.5828335,0.3034587,3.2793748,1.0,5.0,5.0,2.0,22.6758239999981
5265,371586.0,371599.0,1228.2800293,1228.2889404,1228.2813721,0.0013428,0.0075684,0.0056127,1.4482145,0.1405396,1.3076749,1.0,5.0,5.0,1.0,12.831983999967633
5266,371668.0,371683.0,1228.3372803,1228.3475342,1228.338623,0.0013428,0.0089111,0.0033931,0.8681664,0.0926667,0.7754998,1.0,5.0,5.0,1.0,14.76561599993147
5267,371723.0,371732.0,1228.3747559,1228.3808594,1228.3760986,0.0013428,0.0047607,0.0021663,-0.0510422,-0.015289,-0.0357533,1.0,5.0,5.0,1.0,8.789039999828674
