,"index of flare start in ""gj1243_master_slc.dat""","index of flare stop in ""gj1243_master_slc.dat""",t_start,t_stop,t_peak,t_rise,t_decay,flux peak,ED,Duration of rise,Duration of decay,Complex flag,# of people that identified flare event exists,# of people that analyzed this month,# of flare template components fit to event,Flare_Duration
1,275.0,310.0,539.6466675,539.6711426,539.6500244,0.0033569,0.0211182,0.0057328,2.60132,0.2913592,2.3099608,1.0,8.0,8.0,2.0,35.2441440000257
2,363.0,374.0,539.7072754,539.7147827,539.7092896,0.0020142,0.0054932,0.0018945,0.343823,0.1246587,0.2191643,1.0,8.0,8.0,1.0,10.810512000061863
3,427.0,437.0,539.7508545,539.7583618,539.7521973,0.0013428,0.0061646,0.003165,0.5962699,0.0566624,0.5396075,1.0,8.0,8.0,1.0,10.810512000061863
4,500.0,509.0,539.8012695,539.8081055,539.8046875,0.003418,0.003418,0.0018188,0.2936623,0.1128259,0.1808364,1.0,4.0,8.0,1.0,9.843840000030468
5,594.0,614.0,539.8659668,539.880249,539.8700562,0.0040894,0.0101929,0.0047952,0.978497,0.1878194,0.7906776,1.0,8.0,8.0,1.0,20.566368000036164
6,681.0,692.0,539.9265747,539.9347534,539.9279785,0.0014038,0.0067749,0.0040407,0.9515304,0.1476371,0.8038933,1.0,8.0,8.0,1.0,11.77732800004378
7,784.0,794.0,539.9974365,540.0042725,540.0001831,0.0027466,0.0040894,0.0009977,0.1478237,0.0848379,0.0629857,1.0,2.0,8.0,1.0,9.84383999986676
8,847.0,856.0,540.0403442,540.0464478,540.0430908,0.0027466,0.0033569,0.0013198,0.3875958,0.2263083,0.1612875,1.0,7.0,8.0,1.0,8.789183999942907
9,886.0,896.0,540.0668945,540.0737305,540.0689697,0.0020752,0.0047607,0.0018349,0.3348187,0.0754788,0.2593399,1.0,8.0,8.0,1.0,9.843840000030468
10,922.0,931.0,540.0914307,540.0975342,540.0927734,0.0013428,0.0047607,0.0041138,0.4907465,0.0716471,0.4190995,1.0,8.0,8.0,1.0,8.789039999992383
12,1024.0,1033.0,540.1622925,540.168396,540.1643066,0.0020142,0.0040894,0.0008299,0.0437957,0.0457984,-0.0020028,1.0,6.0,8.0,1.0,8.789039999992383
14,1184.0,1194.0,540.2719116,540.2787476,540.2739868,0.0020752,0.0047607,0.0045494,0.7423083,0.2977487,0.4445596,1.0,8.0,8.0,1.0,9.843840000030468
16,1262.0,1288.0,540.326416,540.3447876,540.3284912,0.0020752,0.0162964,0.0024469,1.3038118,0.1379453,1.1658665,1.0,5.0,8.0,1.0,26.455104000033316
17,1305.0,1337.0,540.3563843,540.3781738,540.3584595,0.0020752,0.0197144,0.0033935,2.7703753,0.0842079,2.6861675,1.0,8.0,8.0,1.0,31.376880000098026
18,1345.0,1361.0,540.383667,540.3945312,540.3870239,0.0033569,0.0075073,0.0019529,0.8149235,0.2495841,0.5653394,1.0,8.0,8.0,1.0,15.64444800002093
19,1398.0,1417.0,540.4197388,540.4333496,540.4224854,0.0027466,0.0108643,0.00431,1.710426,0.3340598,1.3763661,1.0,8.0,8.0,1.0,19.599552000054246
20,1456.0,1467.0,540.4606323,540.4680786,540.4626465,0.0020142,0.0054321,0.0032503,0.4570954,0.1758508,0.2812445,1.0,8.0,8.0,1.0,10.72267199995622
21,1508.0,1519.0,540.4960327,540.5042114,540.4973755,0.0013428,0.0068359,0.0081801,1.7742497,0.5424353,1.2318144,1.0,8.0,8.0,1.0,11.77732800004378
22,1570.0,1580.0,540.5389404,540.5457764,540.5410156,0.0020752,0.0047607,0.002455,0.5104385,0.1823012,0.3281373,1.0,8.0,8.0,1.0,9.843840000030468
23,1643.0,1658.0,540.5886841,540.598877,540.5941162,0.0054321,0.0047607,0.0019132,0.3753479,0.2314949,0.1438531,1.0,8.0,8.0,1.0,14.677775999989535
24,1666.0,1679.0,540.6043091,540.6131592,540.6070557,0.0027466,0.0061035,0.0024288,0.1829188,-0.0296409,0.2125596,1.0,5.0,8.0,1.0,12.744144000025699
25,1708.0,1717.0,540.6329346,540.6390991,540.6356812,0.0027466,0.003418,0.0008764,0.060869,0.0085856,0.0522833,1.0,5.0,8.0,1.0,8.876879999934317
26,1771.0,1788.0,540.6758423,540.687439,540.6779175,0.0020752,0.0095215,0.0068751,2.0749936,0.5872101,1.4877837,1.0,8.0,8.0,1.0,16.699248000059015
27,1880.0,1897.0,540.7514648,540.7630615,540.753479,0.0020142,0.0095825,0.0038169,1.1892089,0.2114994,0.9777094,1.0,8.0,8.0,1.0,16.699248000059015
28,1941.0,1952.0,540.7937012,540.8012085,540.7963867,0.0026855,0.0048218,0.0016177,0.1571217,0.0516821,0.1054395,1.0,4.0,8.0,1.0,10.810512000061863
29,1991.0,2003.0,540.8277588,540.8359375,540.8311768,0.003418,0.0047607,0.0016467,0.2403381,0.1252685,0.1150697,1.0,6.0,8.0,1.0,11.77732800004378
30,2027.0,2039.0,540.8522949,540.8604126,540.8543091,0.0020142,0.0061035,0.0020056,0.5131928,0.110723,0.4024698,1.0,8.0,8.0,1.0,11.689488000101846
32,2099.0,2118.0,540.9019775,540.914917,540.9040527,0.0020752,0.0108643,0.0044783,1.3545445,0.095479,1.2590655,1.0,8.0,8.0,1.0,18.632879999859142
33,2146.0,2170.0,540.9346924,540.9510498,540.9442139,0.0095215,0.0068359,0.0029766,1.155527,0.4836589,0.6718681,1.0,8.0,8.0,1.0,23.554655999923853
34,2190.0,2199.0,540.9646606,540.9707642,540.9666748,0.0020142,0.0040894,0.0013812,0.2014332,0.0982664,0.1031668,1.0,5.0,8.0,1.0,8.789183999942907
35,2241.0,2250.0,540.9993896,541.0062256,541.0021362,0.0027466,0.0040894,0.0035638,0.2738574,0.069669,0.2041884,1.0,5.0,8.0,1.0,9.843840000030468
36,2264.0,2273.0,541.0157471,541.0218506,541.0177612,0.0020142,0.0040894,0.003131,0.5899583,0.2272625,0.3626958,1.0,8.0,8.0,1.0,8.789039999992383
37,2295.0,2304.0,541.0368652,541.0429688,541.038208,0.0013428,0.0047607,0.0019487,0.3713951,0.023601,0.3477941,1.0,8.0,8.0,1.0,8.789184000106616
38,2325.0,2334.0,541.057312,541.0634155,541.0586548,0.0013428,0.0047607,0.0031134,0.4291942,0.0791926,0.3500016,1.0,8.0,8.0,1.0,8.789039999992383
39,2353.0,2373.0,541.076355,541.0899658,541.0858765,0.0095215,0.0040894,0.0012641,0.6290854,0.4877625,0.1413229,1.0,5.0,8.0,1.0,19.599551999890537
40,2388.0,2393.0,541.1083984,541.1117554,541.1097412,0.0013428,0.0020142,0.0013468,0.1452321,0.0331968,0.1120352,1.0,3.0,8.0,1.0,4.834079999909591
41,2438.0,2459.0,541.1424561,541.1567383,541.1444702,0.0020142,0.0122681,0.0065914,2.3783009,0.5676513,1.8106496,1.0,8.0,8.0,1.0,20.566368000036164
42,2475.0,2517.0,541.1676636,541.1968994,541.1730957,0.0054321,0.0238037,0.0105782,4.9310956,1.4132259,3.5178695,1.0,8.0,8.0,1.0,42.099552000054246
43,2565.0,2587.0,541.2296143,541.2453003,541.2323608,0.0027466,0.0129395,0.0055097,1.9378382,0.6508439,1.2869942,1.0,8.0,8.0,1.0,22.587840000105643
44,2594.0,2609.0,541.250061,541.2602539,541.2514038,0.0013428,0.0088501,0.0026241,0.9234389,0.1077292,0.8157098,1.0,7.0,8.0,1.0,14.677775999989535
45,2665.0,2672.0,541.2984009,541.3031616,541.3004761,0.0020752,0.0026855,0.0008605,0.1701077,0.0518603,0.1182474,1.0,2.0,8.0,1.0,6.855407999864838
46,2702.0,2725.0,541.3236084,541.3392944,541.3256836,0.0020752,0.0136108,0.0150692,3.6370852,0.9499289,2.6871564,1.0,8.0,8.0,1.0,22.587839999941934
47,2747.0,2765.0,541.354248,541.3665161,541.3556519,0.0014038,0.0108643,0.0061067,1.3844268,0.0776869,1.3067399,1.0,8.0,8.0,1.0,17.666064000040933
48,2825.0,2852.0,541.4080811,541.4264526,541.4100952,0.0020142,0.0163574,0.0105957,3.7333329,0.9047078,2.8286252,1.0,8.0,8.0,1.0,26.454959999919083
49,2892.0,2897.0,541.4537354,541.4570923,541.4550781,0.0013428,0.0020142,0.0015708,0.0757597,0.0368766,0.0388831,1.0,2.0,8.0,1.0,4.833935999959067
50,2906.0,2915.0,541.4639282,541.4700928,541.4660034,0.0020752,0.0040894,0.0006797,0.0454109,-0.0026128,0.0480237,1.0,3.0,8.0,1.0,8.877023999884841
51,2928.0,2942.0,541.4789429,541.4884644,541.4816284,0.0026855,0.0068359,0.0044085,1.133797,0.322853,0.8109441,1.0,8.0,8.0,1.0,13.710960000007617
53,3022.0,3072.0,541.5429688,541.5783691,541.5463257,0.0033569,0.0320435,0.0159922,11.1584044,1.3592737,9.7991304,1.0,8.0,8.0,2.0,50.97643199998856
56,3379.0,3406.0,541.7902222,541.8085938,541.7915649,0.0013428,0.0170288,0.0113243,4.1004338,0.3482727,3.7521613,1.0,8.0,8.0,2.0,26.455104000033316
57,3416.0,3425.0,541.8154297,541.8215332,541.8174438,0.0020142,0.0040894,0.0015876,0.2484553,0.1416072,0.1068481,1.0,5.0,8.0,1.0,8.789039999992383
58,3458.0,3480.0,541.8439941,541.8596802,541.8467407,0.0027466,0.0129395,0.0130988,3.8262684,0.8132266,3.013042,1.0,8.0,8.0,1.0,22.587983999892458
59,3483.0,3498.0,541.8616943,541.8726196,541.8637695,0.0020752,0.0088501,0.0050361,1.5691041,0.2691023,1.3000017,1.0,8.0,8.0,1.0,15.732432000077097
60,3552.0,3604.0,541.9094238,541.9454956,541.911438,0.0020142,0.0340576,0.1000876,39.243309,2.838378,36.4049301,1.0,8.0,8.0,2.0,51.943391999921005
61,3661.0,3672.0,541.984314,541.9918213,541.9870605,0.0027466,0.0047607,0.0019009,0.5145848,0.1149031,0.3996818,1.0,5.0,8.0,1.0,10.810511999898154
62,3677.0,3686.0,541.9952393,542.0013428,541.996582,0.0013428,0.0047607,0.0031879,0.5787194,0.1450088,0.4337105,1.0,8.0,8.0,1.0,8.789039999992383
63,3689.0,3756.0,542.003418,542.0497437,542.0054321,0.0020142,0.0443115,0.0152296,12.7368574,0.4402416,12.2966156,1.0,8.0,8.0,2.0,66.70900800001618
64,3785.0,3797.0,542.069458,542.0776367,542.0722046,0.0027466,0.0054321,0.0012718,0.1169693,0.0579666,0.0590027,1.0,3.0,8.0,1.0,11.777327999880072
65,3829.0,3840.0,542.0994263,542.1069336,542.1048584,0.0054321,0.0020752,0.0013739,0.4850518,0.3458785,0.1391733,1.0,5.0,8.0,1.0,10.810512000061863
66,3861.0,3877.0,542.1212158,542.1321411,542.1226196,0.0014038,0.0095215,0.0049457,1.4365133,0.1977306,1.2387828,1.0,8.0,8.0,2.0,15.732432000077097
67,3974.0,4030.0,542.1981812,542.2363281,542.2213745,0.0231934,0.0149536,0.0047483,6.1089292,2.923305,3.1856244,1.0,8.0,8.0,2.0,54.93153600002188
68,4067.0,4080.0,542.2615356,542.2703857,542.2636108,0.0020752,0.0067749,0.0016356,0.052394,0.0019495,0.0504445,1.0,5.0,8.0,1.0,12.744144000025699
69,4098.0,4109.0,542.2826538,542.2901611,542.2854004,0.0027466,0.0047607,0.002365,0.2040975,0.0741479,0.1299496,1.0,8.0,8.0,1.0,10.810511999898154
70,4144.0,4153.0,542.3140259,542.3201294,542.3153687,0.0013428,0.0047607,0.0010726,0.1963781,0.0393239,0.1570542,1.0,6.0,8.0,1.0,8.789039999992383
71,4181.0,4195.0,542.3391724,542.3487549,542.3412476,0.0020752,0.0075073,0.0032589,0.9972116,0.0447711,0.9524406,1.0,8.0,8.0,1.0,13.798799999949551
73,4265.0,4275.0,542.3977661,542.4046021,542.4005127,0.0027466,0.0040894,0.0019258,0.420416,0.2023913,0.2180247,1.0,8.0,8.0,1.0,9.843840000030468
74,4296.0,4305.0,542.4188843,542.4250488,542.4202271,0.0013428,0.0048218,0.001111,0.0653149,-0.0236367,0.0889516,1.0,2.0,8.0,1.0,8.876880000098026
75,4390.0,4401.0,542.4829102,542.4910889,542.4849854,0.0020752,0.0061035,0.003818,0.8208818,0.2257372,0.5951445,1.0,7.0,8.0,1.0,11.77732800004378
76,4452.0,4471.0,542.5258179,542.5387573,542.5278931,0.0020752,0.0108643,0.0107724,2.0831459,0.7765142,1.3066317,1.0,8.0,8.0,1.0,18.632736000072327
77,4574.0,4585.0,542.6089478,542.6164551,542.6116333,0.0026855,0.0048218,0.0025259,0.7031704,0.2812867,0.4218837,1.0,8.0,8.0,1.0,10.810512000061863
78,4608.0,4618.0,542.6327515,542.6402588,542.6348267,0.0020752,0.0054321,0.0021561,0.6099973,0.1677695,0.4422278,1.0,8.0,8.0,1.0,10.810511999898154
79,4666.0,4686.0,542.6729736,542.6872559,542.6756592,0.0026855,0.0115967,0.0038321,1.9401146,0.4156623,1.5244523,1.0,8.0,8.0,1.0,20.566511999986687
80,4761.0,4773.0,542.7390137,542.7471924,542.7410889,0.0020752,0.0061035,0.0024494,0.4095916,0.0950959,0.3144957,1.0,5.0,8.0,1.0,11.77732800004378
81,4797.0,4815.0,542.7642212,542.7764893,542.765625,0.0014038,0.0108643,0.0042928,1.7160137,0.1532171,1.5627966,1.0,8.0,8.0,1.0,17.666064000040933
82,4900.0,4914.0,542.8344116,542.8439331,542.8411865,0.0067749,0.0027466,0.0011049,0.0080461,-0.0035479,0.011594,1.0,4.0,8.0,1.0,13.710960000007617
83,4939.0,4954.0,542.8609619,542.8711548,542.8637085,0.0027466,0.0074463,0.0020379,0.0615482,-0.0167642,0.0783123,1.0,6.0,8.0,1.0,14.677775999989535
84,5025.0,5041.0,542.9195557,542.9304199,542.9222412,0.0026855,0.0081787,0.0023108,0.4891988,0.0247433,0.4644555,1.0,8.0,8.0,1.0,15.64444799985722
85,5068.0,5083.0,542.9487915,542.9590454,542.9515381,0.0027466,0.0075073,0.0040086,0.7368303,0.1643336,0.5724967,1.0,8.0,8.0,1.0,14.765616000095179
87,5201.0,5211.0,543.0401001,543.046936,543.0428467,0.0027466,0.0040894,0.0012582,0.0792344,0.0071381,0.0720963,1.0,3.0,8.0,1.0,9.843695999916235
88,5223.0,5232.0,543.0550537,543.0612183,543.0571289,0.0020752,0.0040894,0.0014622,0.3298292,0.129076,0.2007532,1.0,6.0,8.0,1.0,8.877023999884841
89,5241.0,5254.0,543.0673218,543.0761719,543.0700684,0.0027466,0.0061035,0.0021062,0.3976383,0.0682518,0.3293864,1.0,6.0,8.0,1.0,12.744144000025699
91,5415.0,5420.0,543.1885986,543.1920166,543.18927,0.0006714,0.0027466,0.0019227,0.1535522,0.0413586,0.1121936,1.0,2.0,8.0,1.0,4.921920000015234
92,5433.0,5442.0,543.2008667,543.2069702,543.2022095,0.0013428,0.0047607,0.0012286,0.1717071,0.0204449,0.1512622,1.0,4.0,8.0,1.0,8.789039999992383
93,5484.0,5512.0,543.2362671,543.2553101,543.2410278,0.0047607,0.0142822,0.0108677,4.2461991,1.0809542,3.1652451,1.0,8.0,8.0,2.0,27.421920000015234
94,5553.0,5580.0,543.2832642,543.3016357,543.2873535,0.0040894,0.0142822,0.0138366,4.3572159,0.5426043,3.8146114,1.0,8.0,8.0,2.0,26.454960000082792
95,5701.0,5710.0,543.3840942,543.3901978,543.385437,0.0013428,0.0047607,0.0018431,0.3378752,0.0760649,0.2618103,1.0,7.0,8.0,1.0,8.789183999942907
97,5956.0,5969.0,543.5577393,543.5665894,543.5598145,0.0020752,0.0067749,0.0023553,0.5863166,0.0511584,0.5351582,1.0,8.0,8.0,1.0,12.744144000025699
98,6012.0,6021.0,543.5958862,543.6020508,543.5979614,0.0020752,0.0040894,0.0010913,0.0621285,0.0590607,0.0030678,1.0,5.0,8.0,1.0,8.87702400004855
99,6085.0,6098.0,543.6456299,543.65448,543.6483765,0.0027466,0.0061035,0.0026207,0.3932542,0.0549853,0.3382689,1.0,5.0,8.0,1.0,12.744144000025699
100,6128.0,6137.0,543.6749268,543.6810303,543.6769409,0.0020142,0.0040894,0.00263,0.2809337,0.0917755,0.1891582,1.0,5.0,8.0,1.0,8.789039999992383
101,6146.0,6168.0,543.6871948,543.7021484,543.6947021,0.0075073,0.0074463,0.0027605,1.3680673,0.8761315,0.4919358,1.0,6.0,8.0,1.0,21.533184000018082
102,6214.0,6243.0,543.7335205,543.7532349,543.7362061,0.0026855,0.0170288,0.0073091,3.501087,0.4879765,3.0131106,1.0,8.0,8.0,2.0,28.388735999997152
103,6337.0,6345.0,543.8179321,543.8240967,543.8193359,0.0014038,0.0047607,0.0044792,0.6551203,0.2531554,0.4019649,1.0,7.0,8.0,1.0,8.87702400004855
104,6392.0,6420.0,543.8560791,543.8751831,543.8594971,0.003418,0.015686,0.0047978,3.7713583,0.5111338,3.2602243,1.0,8.0,8.0,2.0,27.50975999995717
106,6515.0,6532.0,543.9405518,543.9521484,543.9439697,0.003418,0.0081787,0.0017974,0.8230151,0.1667777,0.6562374,1.0,6.0,8.0,1.0,16.69910400010849
107,6577.0,6591.0,543.9827881,543.9923096,543.9841309,0.0013428,0.0081787,0.0027069,0.7569367,0.0888052,0.6681315,1.0,8.0,8.0,1.0,13.710960000007617
108,6612.0,6637.0,544.0066528,544.0236816,544.0093384,0.0026855,0.0143433,0.003223,2.2992034,0.2494045,2.049799,1.0,8.0,8.0,2.0,24.52147200006948
109,6652.0,6675.0,544.0345459,544.0502319,544.0366211,0.0020752,0.0136108,0.0082401,3.5499303,0.4462795,3.1036508,1.0,8.0,8.0,1.0,22.587839999941934
110,6800.0,6809.0,544.1442261,544.1503296,544.1455688,0.0013428,0.0047607,0.001512,0.1522297,-0.0178275,0.1700572,1.0,7.0,8.0,1.0,8.789039999992383
111,6863.0,6879.0,544.1871338,544.1980591,544.189209,0.0020752,0.0088501,0.0023239,1.2360282,0.2313628,1.0046654,1.0,7.0,8.0,1.0,15.732432000077097
112,6913.0,6921.0,544.2211914,544.2266235,544.2232666,0.0020752,0.0033569,0.0011995,0.028559,0.0118613,0.0166977,1.0,2.0,8.0,1.0,7.822224000010465
113,7007.0,7020.0,544.2858887,544.2947388,544.289978,0.0040894,0.0047607,0.0010254,0.1651349,0.1252148,0.0399201,1.0,2.0,8.0,1.0,12.744144000025699
114,7140.0,7152.0,544.3764648,544.3846436,544.37854,0.0020752,0.0061035,0.0023233,0.7561296,0.2270662,0.5290633,1.0,8.0,8.0,1.0,11.777471999994304
115,7226.0,7237.0,544.4350586,544.4425659,544.4384766,0.003418,0.0040894,0.0017878,0.1291388,0.041917,0.0872218,1.0,8.0,8.0,1.0,10.810511999898154
116,7279.0,7288.0,544.4711914,544.4772949,544.4725342,0.0013428,0.0047607,0.0013019,0.1136058,0.0378128,0.0757929,1.0,7.0,8.0,1.0,8.789039999992383
117,7311.0,7325.0,544.492981,544.5025024,544.4956665,0.0026855,0.0068359,0.0041903,1.1284896,0.2346378,0.8938517,1.0,8.0,8.0,1.0,13.710816000057093
118,7335.0,7344.0,544.5093384,544.5154419,544.5106812,0.0013428,0.0047607,0.0016021,0.4043315,0.0956864,0.308645,1.0,8.0,8.0,1.0,8.789039999992383
120,7545.0,7564.0,544.6544189,544.6673584,544.6585083,0.0040894,0.0088501,0.0022416,0.6865754,0.2653778,0.4211977,1.0,8.0,8.0,1.0,18.63288000002285
121,7642.0,7696.0,544.720459,544.758606,544.7252197,0.0047607,0.0333862,0.0034462,2.1350672,0.0123553,2.1227119,1.0,8.0,8.0,1.0,54.9316799999724
122,7753.0,7764.0,544.7974243,544.8049316,544.8001709,0.0027466,0.0047607,0.0016466,0.2562828,0.0390595,0.2172233,1.0,4.0,8.0,1.0,10.810512000061863
124,7897.0,7919.0,544.897583,544.913208,544.9016724,0.0040894,0.0115356,0.0049792,1.299311,0.1846548,1.1146563,1.0,8.0,8.0,1.0,22.5
125,7964.0,7986.0,544.9439087,544.9588623,544.9465942,0.0026855,0.0122681,0.0013984,0.5544801,0.0448895,0.5095906,1.0,3.0,8.0,1.0,21.533184000018082
126,8020.0,8032.0,544.9833984,544.9915771,544.9854126,0.0020142,0.0061646,0.0009885,0.3367192,0.1427465,0.1939727,1.0,4.0,8.0,1.0,11.777327999880072
127,8107.0,8119.0,545.0426636,545.0508423,545.0474243,0.0047607,0.003418,0.0012936,0.3775775,0.258145,0.1194325,1.0,2.0,8.0,1.0,11.77732800004378
128,8126.0,8148.0,545.055603,545.071228,545.0569458,0.0013428,0.0142822,0.0059151,3.2360864,0.1979307,3.0381556,1.0,8.0,8.0,2.0,22.5
129,8243.0,8282.0,545.1359863,545.1638794,545.1414185,0.0054321,0.0224609,0.0081271,4.9183044,0.7844543,4.1338501,1.0,8.0,8.0,1.0,40.16606400004093
130,8314.0,8362.0,545.1856689,545.2183838,545.1890869,0.003418,0.0292969,0.0559191,23.0301533,1.7425251,21.2876282,1.0,8.0,8.0,3.0,47.10945599996194
131,8474.0,8492.0,545.2960205,545.30896,545.2987671,0.0027466,0.0101929,0.0041137,0.7785481,0.1117636,0.6667845,1.0,7.0,8.0,1.0,18.632879999859142
132,8588.0,8597.0,545.375061,545.3811646,545.3764038,0.0013428,0.0047607,0.0010556,0.1465915,0.0600417,0.0865498,1.0,4.0,8.0,1.0,8.789184000106616
134,8754.0,8767.0,545.4901733,545.4990234,545.4928589,0.0026855,0.0061646,0.003902,0.6623386,0.2010783,0.4612602,1.0,8.0,8.0,1.0,12.744144000025699
135,8801.0,8813.0,545.5221558,545.5303345,545.5235596,0.0014038,0.0067749,0.0014893,0.4711771,0.0584441,0.412733,1.0,7.0,8.0,1.0,11.77732800004378
136,8824.0,8835.0,545.5378418,545.5453491,545.5405884,0.0027466,0.0047607,0.0017207,0.2063957,0.0325409,0.1738548,1.0,5.0,8.0,1.0,10.810511999898154
137,8973.0,8982.0,545.640686,545.6468506,545.6434326,0.0027466,0.003418,0.0021666,0.1657017,0.0617375,0.1039642,1.0,5.0,8.0,1.0,8.87702400004855
138,9014.0,9023.0,545.6686401,545.6747437,545.6706543,0.0020142,0.0040894,0.0018721,0.4574939,0.1489186,0.3085753,1.0,8.0,8.0,1.0,8.789184000106616
139,9071.0,9087.0,545.7074585,545.7183228,545.7094727,0.0020142,0.0088501,0.0139377,2.7335038,0.9236255,1.8098783,1.0,8.0,8.0,1.0,15.644591999971453
140,9093.0,9108.0,545.7224121,545.732666,545.7238159,0.0014038,0.0088501,0.0047041,1.2184184,0.0948201,1.1235982,1.0,8.0,8.0,1.0,14.76561599993147
141,9146.0,9155.0,545.7585449,545.7646484,545.7605591,0.0020142,0.0040894,0.000785,-0.1401209,-0.0452815,-0.0948394,1.0,6.0,8.0,1.0,8.789040000156092
142,9216.0,9230.0,545.8062134,545.8157349,545.80896,0.0027466,0.0067749,0.0011903,0.09568,-0.0604046,0.1560846,1.0,5.0,8.0,1.0,13.710960000007617
143,9296.0,9304.0,545.8613892,545.8674927,545.8627319,0.0013428,0.0047607,0.0036234,0.5344822,0.1722168,0.3622655,1.0,7.0,8.0,1.0,8.789039999992383
144,9314.0,9328.0,545.8743286,545.8838501,545.878418,0.0040894,0.0054321,0.0041043,0.7982907,0.3359331,0.4623577,1.0,8.0,8.0,1.0,13.710960000007617
145,9351.0,9382.0,545.8995361,545.9206543,545.9022217,0.0026855,0.0184326,0.012309,4.5710764,0.4910358,4.0800405,1.0,8.0,8.0,2.0,30.410208000066632
147,9526.0,9550.0,546.0200806,546.0371094,546.0214233,0.0013428,0.015686,0.0136167,3.0579815,0.3900552,2.6679261,1.0,8.0,8.0,2.0,24.52147199990577
148,9578.0,9607.0,546.0562134,546.0765991,546.0582275,0.0020142,0.0183716,0.0030001,1.7331599,0.1027151,1.6304448,1.0,8.0,8.0,1.0,29.355407999864838
149,9744.0,9799.0,546.1705933,546.2080688,546.1896973,0.019104,0.0183716,0.0048048,4.8734937,2.6726434,2.2008502,1.0,8.0,8.0,3.0,53.96472000003996
150,9851.0,9870.0,546.2435303,546.2571411,546.2468872,0.0033569,0.0102539,0.0040439,1.0655943,0.0642404,1.0013539,1.0,8.0,8.0,1.0,19.599552000054246
151,10122.0,10144.0,546.4307861,546.4458008,546.4321899,0.0014038,0.0136108,0.0157786,3.8840108,0.4247175,3.4592934,1.0,8.0,8.0,2.0,21.62116800007425
153,10266.0,10282.0,546.5288696,546.5397949,546.5322876,0.003418,0.0075073,0.0031956,0.8258613,0.1550682,0.6707931,1.0,8.0,8.0,1.0,15.732431999913388
154,10319.0,10332.0,546.5650024,546.5738525,546.5663452,0.0013428,0.0075073,0.0141284,2.4126902,0.4204927,1.9921975,1.0,8.0,8.0,1.0,12.744144000025699
155,10353.0,10365.0,546.5881348,546.5963135,546.59021,0.0020752,0.0061035,0.0018533,0.2766199,0.0342929,0.242327,1.0,6.0,8.0,1.0,11.777327999880072
157,10480.0,10503.0,546.675354,546.6923828,546.678772,0.003418,0.0136108,0.0055709,1.0223846,-0.1513809,1.1737655,1.0,8.0,8.0,2.0,24.52147200006948
158,10614.0,10625.0,546.7700195,546.7775269,546.7713623,0.0013428,0.0061646,0.0044259,0.5779889,0.1565818,0.421407,1.0,6.0,8.0,1.0,10.810656000012386
159,10701.0,10731.0,546.8292847,546.8497314,546.8320312,0.0027466,0.0177002,0.0138794,4.645813,1.4112439,3.2345691,1.0,8.0,8.0,1.0,29.44324799997048
160,10742.0,10749.0,546.8572388,546.8619995,546.8585815,0.0013428,0.003418,0.0012411,0.043559,0.0493071,-0.0057481,1.0,3.0,8.0,1.0,6.855408000028547
161,10803.0,10823.0,546.8987427,546.9137573,546.9001465,0.0014038,0.0136108,0.0060659,2.5469601,0.0916952,2.4552648,1.0,8.0,8.0,1.0,21.621024000123725
162,10832.0,10870.0,546.9198608,546.9471436,546.9246216,0.0047607,0.022522,0.0118162,9.4540081,1.0978025,8.3562059,1.0,8.0,8.0,2.0,39.28723199995147
163,10876.0,10884.0,546.9512329,546.956665,546.9532471,0.0020142,0.003418,0.0030114,0.294594,0.1500459,0.1445481,1.0,5.0,8.0,1.0,7.822224000010465
164,10904.0,10916.0,546.9709473,546.9797974,546.9736938,0.0027466,0.0061035,0.004479,1.170023,0.4617708,0.7082523,1.0,8.0,8.0,1.0,12.744144000025699
165,10969.0,10982.0,547.0159302,547.0247803,547.0206909,0.0047607,0.0040894,0.001556,0.6040494,0.3285426,0.2755068,1.0,2.0,8.0,1.0,12.744144000025699
166,10988.0,11009.0,547.0288696,547.0438232,547.0349731,0.0061035,0.0088501,0.0017912,0.9169896,0.3905446,0.526445,1.0,8.0,8.0,1.0,21.533184000018082
167,11030.0,11042.0,547.0581665,547.0663452,547.0615234,0.0033569,0.0048218,0.0048966,1.7098705,0.8498615,0.8600089,1.0,8.0,8.0,2.0,11.77732800004378
168,11051.0,11074.0,547.4641113,547.4797974,547.4668579,0.0027466,0.0129395,0.0112124,3.7991269,1.029163,2.7699637,1.0,8.0,8.0,1.0,22.587984000056167
169,11091.0,11109.0,547.491333,547.5036011,547.4954224,0.0040894,0.0081787,0.0020716,0.9546493,0.2945803,0.660069,1.0,7.0,8.0,1.0,17.666063999877224
171,11243.0,11252.0,547.5949097,547.6010132,547.5962524,0.0013428,0.0047607,0.0027268,0.4117031,0.0697045,0.3419985,1.0,8.0,8.0,1.0,8.789039999992383
173,11452.0,11479.0,547.7385864,547.7576904,547.7420044,0.003418,0.015686,0.0070361,3.6120732,0.9377127,2.6743605,1.0,8.0,8.0,1.0,27.50975999995717
174,11519.0,11544.0,547.7855835,547.8026123,547.7883301,0.0027466,0.0142822,0.0059453,2.4006023,0.2165263,2.1840761,1.0,8.0,8.0,2.0,24.52147199990577
175,11558.0,11565.0,547.8121948,547.8169556,547.814209,0.0020142,0.0027466,0.0023258,0.3398808,0.1503255,0.1895553,1.0,3.0,8.0,1.0,6.85555199997907
