log temp,flux ratio
3.700371767680044,1.607331091305241
3.7051628463084505,1.5960319300647825
3.7099588991430297,1.584251450956799
3.714647326712431,1.5723304968560115
3.719324413594812,1.5600854709045961
3.724076328018183,1.5473280901787803
3.728575663340535,1.5349936415441334
3.731900445002289,1.5257405490847304
3.7354249297018014,1.5158198239514604
3.7388146396365647,1.5061839383561164
3.7420814184289113,1.496822287212126
3.745571447190984,1.4867522476706654
3.7489967979121728,1.4768124483525753
3.7525619957961087,1.466420550365001
3.7572758849128745,1.4526296950643882
3.760311989286636,1.4437288427725434
3.763107681716965,1.4355274576228112
3.7651021581159223,1.4296764883911237
3.76712980753068,1.4237304351991042
3.769620212164572,1.4164332982618362
3.7721277503321744,1.4090959074674174
3.7747580593872794,1.4014137876220047
3.7773153084989497,1.3939628979424015
3.779866618401281,1.3865502811968327
3.782499393879564,1.3789264030056074
3.785443203396341,1.3704366309102625
3.787693429000352,1.3639746480621397
3.7896922665235384,1.3582563665695488
3.7919702401819895,1.3517663110978901
3.7945108430913623,1.3445639197016135
3.797253163848044,1.336835019174032
3.800788585173559,1.3269451814703643
3.8046684779375375,1.3161949490895495
3.8076870611720746,1.3079107094090432
3.8100525285030704,1.3014699866762385
3.8135168171519775,1.2921219263225794
3.816931391143564,1.2830103618325666
3.820374517111409,1.2739297188818455
3.823457573690495,1.2658932004123926
3.826244814156029,1.2587069261353463
3.829748826409797,1.2497821358265355
3.8321445383421686,1.24375203368254
3.834830227653839,1.2370628094067797
3.837903345528499,1.229502012138255
3.841349305098836,1.221144591923803
3.844991730723315,1.2124518550699577
3.8477127061211296,1.2060542958788574
3.850611270530004,1.1993307528318837
3.8537579175423984,1.1921398167032748
3.8576738925462895,1.1833495274186134
3.861188212876248,1.1756121554644778
3.8912652790662743,1.1153537671780214
3.895340433314464,1.108014058903791
3.8991596251679614,1.1013125920435414
3.903061707123847,1.0946417368249968
3.9068838225005567,1.0882788802264258
3.9112746442610247,1.0811767171835527
3.916014878558233,1.0737557561369613
3.920724207937458,1.0666332822293043
3.9244727724123103,1.0611396911554039
3.92936028667616,1.054207514389418
3.9341438162727416,1.0476714137475938
