,Amps
507,0.001094971346022433
508,0.003185308233458972
509,0.002269835941137055
510,0.0025124314587656738
511,0.00394598232128196
512,0.03271511483563683
513,0.006880074801342451
514,0.008151567552622141
515,0.01112635764566261
516,0.01112635764566261
517,0.010023135121365434
518,0.003589406223103553
519,0.0028149924713999352
520,0.0022764847216075745
521,0.002419659489295012
522,0.005393489020534048
523,0.0038853978345457785
524,0.003456110411592439
525,0.002341423025693956
526,0.002052035003614061
527,0.0037491537980498535
528,0.0012750131430255829
529,0.010197214126571374
530,0.0023277491636000125
531,0.0015674014246087609
532,0.002498575863237318
533,0.002406119017719588
534,0.0029543647408584173
535,0.0029543647408584173
536,0.00553056453574996
537,0.0014638866928081695
538,0.003937411418021619
539,0.003745353552039976
540,0.010447649302033568
541,0.0012207491506396329
542,0.003094828586728493
543,0.003724802535650662
544,0.0037666598098634596
545,0.0034916143886908335
546,0.0034916143886908335
547,0.03274500383527523
548,0.010793128016998943
549,0.0031105146208127987
550,0.0031105146208127987
551,0.0036280863771137595
552,0.008248804928646769
553,0.006787206108825994
554,0.01023627796914095
555,0.0020442914854774674
556,0.0022455098173358445
557,0.001644068504751961
558,0.0016006608958055724
559,0.04110930192555873
560,0.003815493271915882
561,0.002204558643600363
562,0.0040906176727304455
563,0.0022831296929874956
564,0.005773847410235122
565,0.0017635436293439444
566,0.0019534091480659654
567,0.001495165090134698
568,0.00237764070909674
569,0.00237764070909674
570,0.0029933727896644946
571,0.005318728430407038
572,0.0018311132882946612
573,0.005303849198035948
574,0.0026982323913602446
575,0.002510963015848411
576,0.011827918119598602
577,0.022859302361578626
578,0.0016301135067520178
579,0.0053659573312414555
580,0.0053659573312414555
581,0.0014034883613514015
582,0.0018410108498656541
583,0.002234728746000947
584,0.004482674577100942
585,0.003600841600533089
586,0.0030325301515425895
587,0.012088693717171362
588,0.006243398245633358
589,0.028423260131147154
590,0.004988205577341809
591,0.0018747057374497444
592,0.011374974020395001
593,0.003448039608828557
594,0.004143291628041723
595,0.0015573317577193269
596,0.00141715606918269
597,0.00511903437903527
598,0.001321300463520858
599,0.04238556673581173
600,0.0017211665772014495
601,0.0010992334151254113
602,0.00239469059619446
603,0.001061434192845434
604,0.0025071101612865743
605,0.060376321654226794
606,0.002323753122027261
607,0.002848734667619812
608,0.005860028123065852
609,0.0038148517740252963
610,0.002161049602775744
611,0.0020846046879465785
612,0.0036214868598216654
613,0.01408712039901161
614,0.01380971094904071
615,0.00953795495568599
616,0.0016785419227915988
617,0.009205259073896244
618,0.009444597842030777
619,0.0056290929672351275
620,0.004227618253790588
621,0.0013141278425281566
622,0.004545809832181336
623,0.0011709541675926083
624,0.0037459020942893773
625,0.003517044489816268
626,0.0022979634026534246
627,0.002782902757403116
628,0.00182140448683632
629,0.0013832557760926623
630,0.0006051639300947986
631,0.003288009655161739
632,0.031111667684756483
633,0.0013603712039425009
634,0.0044027594443496465
635,0.003603341378507041
636,0.05263602125984912
637,0.010285271010175068
638,0.007515213801079668
639,0.0021838102910514134
640,0.00826537960784779
641,0.001453812116629205
642,0.004672597215296781
643,0.003342043103685688
644,0.00304849972781307
645,0.00304849972781307
646,0.00764982793358393
647,0.015363165789589628
648,0.015363165789589628
649,0.002189581592813017
650,0.001328622234116894
651,0.00560302075831598
652,0.002033710431070146
653,0.00329791536823687
654,0.002227356337348718
655,0.008323420020688532
656,0.003442719439766817
657,0.003442719439766817
658,0.0024445748706549697
659,0.0029334565640011245
660,0.002023482423517464
661,0.009002072715007525
662,0.0017201399876849433
663,0.0020359307805470905
664,0.049236124121900815
665,0.005734208259825513
666,0.002273532192238026
667,0.0038490748538855257
668,0.0012529197900246203
669,0.03380589246414645
670,0.03380589246414645
671,0.0010220445129263123
672,0.0010220445129263123
673,0.0027236708807805154
674,0.006498164855631483
675,0.004881947714275858
676,0.011969745026551015
677,0.011969745026551015
678,0.00792269038797877
679,0.002456853123434355
680,0.0028057072838045816
681,0.03915794977960685
682,0.0028403266658216797
683,0.04727266124930285
684,0.0045315533132750385
685,0.0014332259459397534
686,0.002623172322483436
687,0.002623172322483436
688,0.0018873947942623648
689,0.0018873947942623648
690,0.03801986397722268
691,0.03801986397722268
692,0.015185648883127678
693,0.0017053478240316444
694,0.001319697896440486
695,0.006236623296715704
696,0.006236623296715704
697,0.003725555196501862
698,0.005070059298909468
699,0.0023571153814267998
700,0.004462244800306214
701,0.013544040347914788
702,0.0027736489725040947
703,0.001471608600234653
704,0.0030630615437732267
705,0.001397567246432585
706,0.0055362961488474305
707,0.001305040522994183
708,0.002936384520366042
709,0.003043797796062231
710,0.0013831814516493957
711,0.008327388444556494
712,0.0014381849426725601
713,0.0065620952519178655
714,0.003273113395668048
715,0.0029579055512463093
716,0.001132388406004825
717,0.00305002340860816
718,0.003191739752379741
719,0.0023203260271729143
720,0.002351817489910424
721,0.00400391352009688
722,0.00400391352009688
723,0.002113342891943759
724,0.002655852271254311
725,0.0018231072153211958
726,0.005076360260894974
727,0.008878547366103051
728,0.0015338601123364715
729,0.0008382156782149597
730,0.010484583168349104
731,0.0014289891730561166
732,0.0017505180081098803
733,0.0013201010921506384
734,0.011876958873024535
735,0.0027939951712085964
736,0.0019381602055073
737,0.013220656931408836
738,0.005253976017146167
739,0.0011534947728291112
740,0.0012384580381779031
741,0.0017227113310105402
742,0.0024424682945620724
743,0.0022082862780452572
744,0.003351669932653456
745,0.0015843140200453298
746,0.0015177467068940853
747,0.003239030153251443
748,0.0021875056981532914
749,0.002068607690705715
750,0.002081662604942247
751,0.005652078400318228
752,0.0034434347073997174
753,0.0013424929279488573
754,0.0015088388441255596
755,0.000910851024112258
756,0.0009070204927534853
757,0.006252738452909856
758,0.0030330979337640507
759,0.0028941620743683227
760,0.0024340961872184597
761,0.002587298613080158
762,0.05831801193639463
763,0.0019086657914286764
764,0.001436648669953966
765,0.007639880524858089
766,0.0018517974529785874
767,0.00493637030520766
768,0.0014461284040088174
769,0.0012722626174062057
770,0.0019527321918835217
771,0.001473594697543712
772,0.003714010835753623
773,0.020379721464379053
774,0.001345807450100489
775,0.0011909169784465323
776,0.0025692935011829565
777,0.0032828367629138544
778,0.003975209574873295
779,0.004964118180510235
780,0.004964118180510235
781,0.0044830205985644245
782,0.01675465595657033
783,0.012426672141220285
784,0.004210196848654979
785,0.012200135136351875
786,0.002126369932965666
787,0.002156860656476578
788,0.013816085262430278
789,0.0016733310386158884
790,0.005847152070370898
791,0.0023937653890397925
792,0.0016860542086638564
793,0.0035213166434608922
794,0.0014910243761361297
795,0.0017290668256819686
796,0.0014720720838972134
797,0.0033182638609259296
798,0.0044725563032392834
799,0.0017225927627242399
800,0.0013653165833611425
801,0.0024239557082315066
802,0.003804367913408102
803,0.0033600846926793437
804,0.0013355369105920722
805,0.006455706920269977
806,0.006455706920269977
807,0.0016219654942060124
808,0.0010639395470444235
809,0.006576513184668231
810,0.0037850636793588244
811,0.0010733694662869997
812,0.0019005423856084391
813,0.0012281327721317403
814,0.015861268021475583
815,0.03817362948277547
816,0.00450788609785624
817,0.002220140726985065
818,0.0022478122184936833
819,0.0012339453310432624
820,0.005340344221649085
821,0.002099846872552158
822,0.005052798849970008
823,0.002400721762562341
824,0.010130959238009885
825,0.005551692232932837
826,0.003952016151296256
827,0.004123933401205981
828,0.005203207672263899
829,0.0057759419748220076
830,0.0057759419748220076
831,0.0016784241075118445
832,0.0019117553415040067
833,0.001407054064355151
834,0.00290710623628998
835,0.0012873797958596889
836,0.003947254755676477
837,0.006615646545441889
838,0.0057387976799283535
839,0.003613075192705706
840,0.014177521566349771
841,0.005115387044576147
842,0.007392118353192423
843,0.0019608217107311976
844,0.01107527863344182
845,0.0019797028599013444
846,0.012913983800899587
847,0.002594962746692353
848,0.002482072525797685
849,0.020969351854759122
850,0.005871246147880704
851,0.001978072787861551
852,0.0029089076003816494
853,0.005868871358333472
854,0.0032067085793934247
855,0.0053259267819047995
856,0.002240485654807056
857,0.0026175533354084735
858,0.00982164100259908
859,0.001669968878850181
860,0.0016811739368494116
861,0.028279196113626393
862,0.028279196113626393
863,0.0018589685610770346
864,0.0017923791269155442
865,0.0025907411661825197
866,0.0020831876024629548
867,0.0025818640179506858
868,0.0017198701394385285
869,0.0017198701394385285
870,0.001599697853485349
871,0.007247943912507271
872,0.014396279207637308
873,0.004668732408799281
874,0.0015072672979725699
875,0.004797173950616962
876,0.0024701793611505707
877,0.007011166717262318
878,0.001511581116841798
879,0.0016227742559016267
880,0.0016227742559016267
881,0.0024943368304357616
882,0.003955053886063764
883,0.005292083807617587
884,0.03013684220576618
885,0.0029972437223486637
886,0.0018047944889174605
887,0.0018047944889174605
888,0.0033399972880543416
889,0.003984043845939977
890,0.004022155838975694
891,0.0013421614333704035
892,0.003215095453067085
893,0.0034193441423163717
894,0.002792246135537635
895,0.002450464870412339
896,0.0030716427341692665
897,0.0024753761427316334
898,0.004137682926041997
899,0.001538819366751376
900,0.007965865884465462
901,0.04950307786617758
902,0.04950307786617758
903,0.0024192921497412367
904,0.005110078657303729
905,0.005110078657303729
906,0.002185406047503613
907,0.0026431230147859752
908,0.008867161188027994
909,0.007902021948263949
910,0.001915118241228253
911,0.001915118241228253
912,0.0023653841087607486
913,0.001720409884561791
914,0.0024101830667240254
915,0.0017159582426482523
916,0.00618626905667119
917,0.032802479139732
918,0.1396489799861913
919,0.0019331312407844248
920,0.002892249745102271
921,0.002082577454807222
922,0.024075958980715573
923,0.0016485454724739501
924,0.0019346802721242895
925,0.0020152439054430538
926,0.010626480918573211
927,0.010626480918573211
928,0.006215398235501102
929,0.02094322971736262
930,0.0018758999212129535
931,0.10603888492678637
932,0.03380616615163423
933,0.004036658431602502
934,0.017262146348292706
935,0.001732919348367612
936,0.004920339431752407
937,0.0018272716444338588
938,0.0016777315587501729
939,0.002994121573207442
940,0.0020493757017563397
941,0.02410195146450289
942,0.0022488221168290856
943,0.002081151238418788
944,0.011361909066422315
945,0.012095627916697937
946,0.006722669036303697
947,0.0015717124876020172
948,0.003918487883859623
949,0.0023306995010887732
950,0.002701104915834307
951,0.0020160398145632197
952,0.004016656325134038
953,0.0031418763779857972
954,0.0013123746925172153
955,0.0024048913071927913
956,0.0032983454700451498
957,0.0016078433941376646
958,0.0033847690640478323
959,0.002730527067415167
960,0.007980490684785568
961,0.001721646917360431
962,0.010593360725718037
963,0.05048501710320141
964,0.0026275081355846552
965,0.0015256153838403286
966,0.01455063664780587
967,0.008977817668008758
968,0.0021240857850424177
969,0.002300206797764659
970,0.00345169960020697
971,0.0031557003276246887
972,0.0024560057539275704
973,0.0023831595809771233
974,0.009801138600838977
975,0.008047022233181877
976,0.0018345507165298258
977,0.0018345507165298258
978,0.0017094753521263995
979,0.0015507364216628128
980,0.002440164878974027
981,0.0030296927480731872
982,0.0021955381770543125
983,0.0022080157159988234
984,0.004834069932679763
985,0.009936994427757195
986,0.0016783515940490545
987,0.0017102932245565139
988,0.004328940131590908
989,0.0014825043438841945
990,0.006187308509258305
991,0.0027951983813594428
992,0.0035230810249409217
993,0.004987668678543944
994,0.06175346622991584
995,0.007216008189444456
996,0.05615962379104367
997,0.025062689445626507
998,0.002445704869652454
999,0.002445704869652454
1000,0.003133190817864895
1001,0.10585066965866696
1002,0.0051544045851784626
1003,0.0060825336618733905
1004,0.00380963083780661
1005,0.005147927767892968
1006,0.010589625966235694
1007,0.012498303824536094
1008,0.0023459174403088756
1009,0.023689297744653004
1010,0.0017498341691941643
1011,0.003986402942317557
1012,0.002159189077109991
1013,0.0033402803192972286
1014,0.0028266564615967438
1015,0.0024175840437248297
1016,0.007131202174087248
1017,0.008963732978812589
1018,0.004624921219822387
1019,0.0016590285559578977
1020,0.009053351622308359
1021,0.003636100089265293
1022,0.0038116672461487866
1023,0.0017387790346182763
1024,0.022965494851006074
1025,0.0038955893095620198
1026,0.014043854404948819
1027,0.006932306565128776
1028,0.00268336065232877
1029,0.006015689656377221
1030,0.010985207178405676
1031,0.004644851341905065
1032,0.0014035147522364344
1033,0.006059111001449402
1034,0.0026806052188346197
1035,0.002864195644094014
1036,0.0016311496884300336
1037,0.0019044271240843402
1038,0.008352451161698027
1039,0.002415010023220754
1040,0.004580354929202057
1041,0.005890896669718759
1042,0.00197789518612157
1043,0.0018088746565836367
1044,0.00156216189103342
1045,0.001469474567865614
1046,0.005944725852317534
1047,0.005944725852317534
1048,0.003660872983765051
1049,0.004475362802068061
1050,0.0046966487506967525
1051,0.001521953134525189
1052,0.1312230002486442
1053,0.0026243088303156137
1054,0.004955412764604428
1055,0.0017141328912192444
1056,0.0015905189730980318
1057,0.005974531267195049
1058,0.005350242267042615
1059,0.003843592265577067
1060,0.0018928296444875592
1061,0.003227161574771986
1062,0.003855132293586916
1063,0.001700203865173111
1064,0.002870466592079235
1065,0.010314374061741516
1066,0.0035244444659707774
1067,0.0021933579104850276
1068,0.0032004362635134065
1069,0.0033818784343708774
1070,0.001987380225041635
1071,0.0182120417839704
1072,0.004422556556055168
1073,0.008701310463387957
1074,0.008701310463387957
1075,0.0036196119357811973
1076,0.0031167213487918177
1077,0.004344402974176376
1078,0.004440073481010609
1079,0.0647573933005372
1080,0.0027788711475198458
1081,0.003905543004647849
1082,0.009536468488832384
1083,0.005255573701402949
1084,0.0013150689582022146
1085,0.0020338606970203843
1086,0.0020338606970203843
1087,0.022602187570680332
1088,0.022602187570680332
1089,0.004636066775428382
1090,0.00341706637986372
1091,0.0018588890920265833
1092,0.002040535626449125
1093,0.0024535557511816686
1094,0.002005650903094347
1095,0.003663403585906
1096,0.0037354849502527765
1097,0.0025114005706607934
1098,0.0034006400887132138
1099,0.0015393256497385766
1100,0.005648347143276777
1101,0.0021347930845802
1102,0.0022677844172551698
1103,0.0017721694614388772
1104,0.00178883634523197
1105,0.002871189419315634
1106,0.0016865379083488286
1107,0.005409016247836851
1108,0.0021221420261074986
1109,0.001704731588652031
1110,0.004541404890594847
1111,0.00875250668673877
1112,0.002377663293795629
1113,0.0014024130768067744
1114,0.003767789882581196
1115,0.008785323975802006
1116,0.029834212234761903
1117,0.0008761195182735992
1118,0.0018930842965034778
1119,0.007260935237076049
1120,0.002788843181708356
1121,0.0013397959296079787
1122,0.0012812945301011736
1123,0.0015810875219159914
1124,0.0020661698834307796
1125,0.003104064996377165
1126,0.0034342139649766734
1127,0.0016058012335716798
1128,0.01112613813047758
1129,0.001663172157975068
1130,0.00518427367404406
1131,0.0013005833838711789
1132,0.003014923779951162
1133,0.0029218994177721003
1134,0.0015465141934823956
1135,0.002499926410979736
1136,0.018196241418309556
1137,0.003906275754168798
1138,0.0021635683366008074
1139,0.002868148006397009
1140,0.0018675804929327855
1141,0.0015378315731869874
1142,0.00862037132131277
1143,0.0234388885641843
1144,0.0030801427003845916
1145,0.02524954352756137
1146,0.003450798955488499
1147,0.003450798955488499
1148,0.005123265795871301
1149,0.0015665916403444502
1150,0.008877010752657233
1151,0.012607420730351926
1152,0.004022926819658212
1153,0.0025848918449904446
1154,0.0023061616167023846
1155,0.0016729429345831992
1156,0.06571150004736825
1157,0.023039844332739867
1158,0.0030349580929107667
1159,0.006653490252641503
1160,0.06816011020990997
1161,0.0045876672081613945
1162,0.004734461740213192
1163,0.014661486720261907
1164,0.002002720443824768
1165,0.016859270241965874
1166,0.0018663133291851874
1167,0.005259132421383206
1168,0.005058446195922439
1169,0.004422918979694046
1170,0.0034532232016395437
1171,0.004308609871496061
1172,0.0012339939841764513
1173,0.00760300429985139
1174,0.0030821413780778295
1175,0.002384021824316962
1176,0.0011090470250439965
1177,0.00481198361451074
1178,0.001256154385875563
1179,0.0016899722869375688
1180,0.005999258961142173
1181,0.005638584842482142
1182,0.0125591451975271
1183,0.0019522441765501553
1184,0.005527025611749559
1185,0.017511957289267244
1186,0.002337748783701188
1187,0.0024568644810247786
1188,0.008194671911595619
1189,0.002013534455385213
1190,0.0017522895708765862
1191,0.003434201707479545
1192,0.0028421808597064446
1193,0.003401898336193976
1194,0.0035562343215436165
1195,0.0035562343215436165
1196,0.004296029502321441
1197,0.005311420085245211
1198,0.006480350256313994
1199,0.0019899664338139944
1200,0.001655855669619788
1201,0.001699783233989005
1202,0.002613151306776862
1203,0.013324182289707664
1204,0.0016086735536708918
1205,0.004134288430805211
1206,0.004432608402300642
1207,0.0016571107026072118
1208,0.0019513818299210506
1209,0.008064351355740351
