,Event_ID,Start_INDX,Stop_INDX,t_peak,t_start,t_stop,t_rise,t_decay,Flux_peak,Equiv_Dur,S/N,CPLX_flg,MLTPK_flg,MLTPK_num,t_MLTPK,L_mltpk,MLTPK_INDX,quies,x,Flare_Duration
29,38,12515.0,12525.0,2438.507402220971,2438.5060133339257,2438.5199022053084,0.0013888870453229,0.0124999843374098,0.0063451377438496,3.0059541297629417,1.3881069740178598,4.0,0.0,0.0,0.0,0.0,0.0,11317.01367,;,19.999974791135173
30,39,13279.0,13288.0,2439.572678531328,2439.567122984079,2439.5796229653897,0.0055555472490596,0.0069444340615519,0.0094937747543841,4.2437653251214025,1.7761575870467314,4.0,0.0,0.0,0.0,0.0,0.0,11321.64258,;,17.999973087280523
31,40,13372.0,13379.0,2439.7018450020846,2439.6962894550684,2439.70601166229,0.0055555470166837,0.0041666602051009,0.0040925951168761,1.9402818153258812,1.1254820271491153,4.0,0.0,0.0,0.0,0.0,0.0,11314.53027,;,13.999978399369866
32,42,14399.0,14405.0,2441.1337870080965,2441.1323981217506,2441.1407314395974,0.0013888863459215,0.0069444315008695,0.0022393473355704,0.5530328060698769,0.4905808577900837,4.0,0.0,0.0,0.0,0.0,0.0,11336.73828,;,11.999977699379087
35,45,15945.0,15949.0,2443.2837825173046,2443.281004746009,2443.2865602888346,0.0027777712957686,0.0027777715299635,0.0082299242612303,1.8738991702266288,1.2240929539564391,4.0,0.0,0.0,0.0,0.0,0.0,11311.77148,;,7.99998166905425
37,47,17778.0,17784.0,2445.828221023972,2445.826832138323,2445.8351654519806,0.0013888856487938,0.0069444280093194,0.0229933196563505,3.8612209090919833,1.794079872513132,4.0,0.0,0.0,0.0,0.0,0.0,11302.88672,;,11.999971667028149
38,48,17864.0,17871.0,2445.9490540714123,2445.946276300349,2445.9559984994216,0.0027777710633927,0.0069444280093194,0.0097564438486469,2.5856515567802614,1.3473277490017816,4.0,0.0,0.0,0.0,0.0,0.0,11336.28125,;,13.999966664705426
39,49,17937.0,17943.0,2446.051831602632,2446.0476649459206,2446.0559982591108,0.004166656711277,0.0041666564789011,0.0034794234246299,0.7517138018143038,0.581530014869019,4.0,0.0,0.0,0.0,0.0,0.0,11323.28613,;,11.99997099385655
41,51,1311.0,1319.0,2421.818427845292,2421.8142611420135,2421.8253723508324,0.0041667032778605,0.0069445055405595,0.0046830038209056,2.444294253220841,1.2649453276802658,4.0,0.0,0.0,0.0,0.0,0.0,11309.66211,;,16.00014069917961
42,52,2873.0,2880.0,2423.9892800667585,2423.9837244636287,2423.993446768872,0.0055556031293236,0.0041667021137073,0.0051642098226826,1.1769201715519375,0.766483854921346,4.0,0.0,0.0,0.0,0.0,0.0,11324.05273,;,14.000119550619274
43,53,4242.0,4251.0,2425.8920737469343,2425.885129245817,2425.8976293477335,0.0069445011167772,0.0055556007996529,0.0025299579814344,-0.1502483279624218,0.1081751897944008,4.0,0.0,0.0,0.0,0.0,0.0,11308.29102,;,18.0001467596594
44,54,4812.0,4821.0,2426.6920801960623,2426.6879134960445,2426.700413595867,0.0041667000177767,0.0083333998045418,0.0086818926321151,2.693961106347691,1.3553122357939806,4.0,0.0,0.0,0.0,0.0,0.0,11316.58008,;,18.000143744138768
45,55,5443.0,5453.0,2427.565698187577,2427.564309287727,2427.5781982848384,0.0013888998500988,0.0125000972611815,0.004229596271638,1.7933994640001685,0.9887096092231376,4.0,0.0,0.0,0.0,0.0,0.0,11330.88965,;,20.00015584024368
46,56,6090.0,6095.0,2428.4657051114164,2428.462927312413,2428.4698718098048,0.00277779900307,0.0041666983888717,0.0041156108230144,1.176459315007323,0.803210316713864,4.0,0.0,0.0,0.0,0.0,0.0,11333.69531,;,10.000076244396041
47,57,10134.0,10142.0,2435.203238788394,2435.19768323742,2435.208794339602,0.0055555509743499,0.0055555512071805,0.0044198951088938,1.8164582909610605,1.0950565390311722,4.0,0.0,0.0,0.0,0.0,0.0,11302.00879,;,15.999987142058671
49,59,11061.0,11084.0,2436.4921265842686,2436.486571033526,2436.5185154490705,0.0055555507424287,0.0263888648019019,0.0118407248996355,8.70470668662466,2.393502536040254,2.0,0.0,0.0,0.0,0.0,0.0,11317.58105,;,45.9999583838362
